,tweet,class
1967,ﻣﻘﺪﺭﺵ سلام ﺍﻧﺴﻰ ايد لمسة,OBJ
1968,لصناعة الدولة المواد طمأنه دولة المجلس الوثيقة,OBJ
1969,المفقود,OBJ
1970,لازم يصبر برد يبتسم الواحد,OBJ
1971,ضاق علماء حيخلوا امثال اليلة ومش الحوينى ماشى معتدلين والدور يعتبرهم الشيخ مصر انقلاب,NEG
1972,كانوا الأكل النهاردة طابخين عارف عجبه حد الغدا ومين,OBJ
1973,انتاج اعداد شارك انتم فخور شكرا كتابة بشغلي فريق احسن شركاء معا الفرحة اخراج البرنامج,POS
1974,فيلم الخليج الشتا يبتسم فات نزل,OBJ
1975,أيام ويوم الحسن الدنيا عمرك فاعمل البصري يقول الخير آدم,OBJ
1976,تابعنى بيعملو رتويت مواليد السبعينات مرتين مصرى السيسى بيعملوا لاستفادة فولو برتويت مؤيدين,OBJ
1977,معتزون الامريكية مسلمون كاملة حلقة بثقافتهم,OBJ
1978,المسئول ابعتولنا نعرضها علشان البريد مشاكلكم الالكتروني الخاص برنامجنا,OBJ
1979,حياتي وحشتني ثورة اعتراف طريقة,OBJ
1980,أمطار الشرقية مسكد فاتنكم البرد وحبات ونقول تنفعكم يضحك خلوا,OBJ
1981,نسيت عبيد شكلك الزمالك بني الافريقي,OBJ
1982,معرض سيكون الكتاب قرت تطير موجودا بالرياض بإذن اله بقراءته أرجو تستمتعوا,OBJ
1983, ده الإرهابي زيت اليمين الشمال باسم الإستقرار بتاع السيسي عودة,NEUTRAL
1984,الشيشان عملية حلب اليرمون المطاحن الجيش الراموسة الكبرى دمشق المدينة السوري,OBJ
1985,قمة إسقاط يونس الاذقية طائرة النبي التأكد مروحية,OBJ
1986,روحى أحبه دمى مرسى خاطرى,POS
1987,تعادل لازم يجيب والدقيقه اليفر دقايق الضايع وصل,OBJ
1988,تحيا Ä سأنتخب السيسي مصر,NEUTRAL
1989,محمود مصطفي,OBJ
1990,المدارس مدرسة حاليا ينتشر القمع الحديثة مصر الضباط,NEG
1991,الأسواق إكس بيان وناسداك الإمارات العربية البورصة إم تطوران بالعربي,OBJ
1992,الهول الجيزة مصر,OBJ
1993,يوسف يستضيفني اتعطل كمين برضه اليلة نظريا يعني أموت مكن متفائل الحسيني حاجة المحترمون قبلها السادة,OBJ
1994,الاعلامية قناة برنامج ايناس شاهد الان اليثي الطبيب المحور,OBJ
1995,الألتحاق تسهيل الخالية الحكومية مكتب لخدمات الاسكندرية البدر يعلن مصر الوظائف,OBJ
1996,عادوا الشعب والعلمانيون باسم لان لفظ الإخوان متحدث ساويرس لظلام,OBJ
1997,مدربا لميلان واخيرا ميدو سيدورف يقتضى لزمالك العالم ياعالمى,OBJ
1998,النائب المحبوس يطلب العام الإفراج الصحفين رشوان ضياء,OBJ
1999,بث موضوع برنامج تيوب الأن تفاعلي دردشة مباشر نقاش شاركونا خليك الحلقة بأسئلتكم الثانية,OBJ
2000,الأصل ده نوبي قصدكم يعني الطابع بدوي الأصيل صعيدي لأسرة المصرية فرعوني مدني,OBJ
2001,بهلوانيتكم مبري واشتركوا دافعوا والسائرين الاستبداد جريمة تفيدكم الإخوان الدستور طائفة إعلان ركب,NEG
2002,التويتر فلورز مالوش فولورز الاقل اعلن جمعية لينا مساندتي,OBJ
2003,شعار يظهر الآية رابعه المؤمنون اردوغان إخوة الكريمة,OBJ
2004,محمد الشروق ماليزيا إخيهمقال مهاتير بوليهإخوان الشعارات الدينية لهجوم الإنتخاب وعرض إستخدام,OBJ
2005,بطرح سلاحف لفيلم رسمية فيلم النينجا لموقع بالصور الرسمية تحرير الصفحة بوسترات بوستر,OBJ
2006,مكة الهلال فاضي السعودية رياض القصيم النصر حفرالباطن البدائع الزلفي جدة,OBJ
2007,مكة الهلال فاضي السعودية رياض القصيم النصر حفرالباطن البدائع الزلفي جدة,OBJ
2008,والسلطة القضائية يجب المعلومات المستقلة وتداول حرية الوحيدة التفيذية اغلاقها تطلق لسلطة يحق الاعلام,OBJ
2009,المدينة ازايانقد سيدي حتفضل المهم عنف الفاضلة موجودة احنا اسخر نتعامل مش شئت معاها الاختلافات,OBJ
2010,سيادتك مش متابع حصل,OBJ
2011,أراضي رئيس مدينة العمل معاونيه شروق توقف العياط الإدارية زراعية لتبوير النيابة,OBJ
2012,سيادة الأحزاب عارف ومش رؤساء بيقعد مفهومة المحترم غريبة حاجة ليه الرئيس السادة,OBJ
2013,ومحمود مجلة الأندلس رابط تنهض مافيش المساء المعصرة تحميل يستعيد السعدني بوس نهضة,OBJ
2014,وافتكروا خارج جمال يستر ومش قريب مبارك البلد التويتة دة معنى الحلم كدة ربنا هيسيب ويكون,OBJ
2015,مكة الحج وصلت مناسك السلام سأدعو بحمد المكرمة شباب بالأمن لأداء بلادنا وفضله اله أدعو,OBJ
2016,سنغير شباب محافظة الحملة اله ناشط بارك معا المستقبل مصر,POS
2017,يخطف شيشة الأول الأم شباب وبعدين يعني العرص يدي الكاراتيه يجي يمص نكاح راقصة بطولة ودلوقت الرئيس المثالية,NEG
2018,جماعة تحالف عمليات انصار طنيطر الفاروق السبام عائشة الحسبة ريبورت بيت سبام جيش السلف,OBJ
2019,العراق ليب اليمن الكويت قطر سوريا السعودية عمان علاج مصر نتشورال السكري,OBJ
2020,وتعلموا المناظرة ترفض خطاب انتظروا المشير,OBJ
2021,البغدادي الزور قتيل دير الصحية وأوضاعهم قتلى بلغ وحدها سيئة الماضية الأيام المهاجرين جريح وخاصة,OBJ
2022,المسلحة ستدرب توفير ومهمتي قوات مهنيا الجامعات الدعم الشرطة المالية,OBJ
2023,الوطنيه حسيت لبلدى انها كشاب بشعور سر بلدى وانتمائى بسب مصرى عمرى لانى سنه هتكون مش مكسوف,NEUTRAL
2024,أريد أوسع أسجلها صفحات قطاعات الصامتين يوميا آرائي المنسحبين نقل انتظارا المصرية الرغم الشروق الناس,OBJ
2025,المسلحة الأمنية سيناء الأوضاع بيان القوات المحترم السادة,OBJ
2026,مصطفى ويغفرله محمود ربنا يرحمه,OBJ
2027,يازين وجه اشتقنا مضامير حز,OBJ
2028,خالص طيب بندعي يسقط التحية مقال وإحنا الرئيس منصور عدلي,OBJ
2029,واليوم واشارة جديد العظيم شعب قدم يقدم رابعة حاليا الفراعنة الصمود الاثار الموجودة حضارة ثلثي نوع مصر لعالم,OBJ
2030,شيء اهم كلمه ماتشبعون بايدكم الجوال هالحكي لوتوني ماسكته يستهزء البيت بتقال ينقال,OBJ
2031,عارف ثانوية يحرق أضحك اله مدرسينها,NEG
2032,مذبحة النهضة مذابح سربرنتسيا تشبه بشاعتها رابعة أسابيع يفعلها صابرا مرت شاتيلا إ,NEG
2033,بلال تفجير التفجير وفى السبت سيد وقع ضخم كنيسة انتظار بالاسكندرية القديسين,OBJ
2034,لأسف مشوار ده نطبل نقعدش معناه التاريخ وده الدعم ونقول آخر ونهل وكده,OBJ
2035,المشاركة عودتي صحيح المنسوبة مسلسل لإنتاج مداح التصريحات القمر يومنا أتوا إل,OBJ
2036,قصيرة الدنيا لكتابة أجازة أعود اله مقال قصد السبيل,OBJ
2037,ارسال المشاريع رجاء,OBJ
2038,جبين الوزراء مجاز حب قبلة والموظفين عيد والمدراء العمال,POS
2039,انتفاضةالدفاعنالرسولبينلوعجماعةالإخوانومق هام مقال,OBJ
2040,مرار دا وﻻ الهيصة عمرة منا مش وعايش ظيطة طافح ولزوم زينتا,NEUTRAL
2041,المغربى وائل مباراة العودة فرسان الدفاع سهلة السب كورة,OBJ
2042,مطر النماص,OBJ
2043,جديد الرائع ملزم تويتر انك بتعلم البلاغة بـ لانك حرف,POS
2044,وفد سيناءوتأمين لقناة كامل بـ عسكرالأمن مستقر,OBJ
2045,عملية المالكي المقشع فاهيتا أحمد تفجير ٪ نوري موسى مدبرة عمرو رفح فريد البرادعي محمد حسن أبلة ضاحي خلفان,OBJ
2046,يوسف بياكلها برنامج بالساهل يتعاقد عاجل باسم طبخ ماحدش,OBJ
2047,وحدي إكتشفت تغيرت سري الألم الحلم الحب,NEUTRAL
2048,تفرق مبقتش,OBJ
2049,اختطاف ليب عائلية فتاة مصرية السابعةالخارجيةخلافات,OBJ
2050,حلوان تهان رفضت مجزرة رحمه اليلة كابو شهيد اله مصر أحمد,OBJ
2051,عصام المطرب المحجب كاريكا يضحك,NEG
2052,تجيبوا واحده فين ينفع كده بيها بتويته فلور احنا الاجتماعيه العداله انتو نشتغل بتنادوا,OBJ
2053,اسأل الشعب الجزيرة قناة تفعله مباشر يرضيكم الشقيق القطري مصر,OBJ
